Game,Team,OPS,Temp,Rain,Wind
2021-05-17,CIN,0.77777777,,,
2021-05-18,STL,0.81955485,,,
2021-05-18,OAK,0.97187759,,,
2021-05-18,PHI,0.91124661,,,
2021-05-18,SEA,0.06896552,,,
2021-05-18,MIN,0.80769231,,,
2021-05-18,LAA,0.77229438,,,
2021-05-18,CIN,0.68954249,,,
2021-05-18,CHC,1.05089286,,,
2021-05-18,KCR,0.42241379,,,
2021-05-18,TOR,1.09926262,,,
2021-05-18,SDP,0.46470588,,,
2021-05-18,ATL,0.65464896,,,
2021-05-18,TEX,0.67171717,,,
2021-05-18,BAL,0.6498708,,,
2021-05-18,LAD,0.97345768,,,
2021-05-19,PHI,0.62756598,,,
2021-05-19,TEX,0.03571429,,,
2021-05-19,SDP,0.75,,,
2021-05-19,SEA,0.50982143,,,
2021-05-19,STL,0.81686047,,,
2021-05-19,MIN,0.33986175,,,
2021-05-19,OAK,0.29032258,,,
2021-05-19,CIN,0.32543103,,,
2021-05-19,CHC,0.68627451,,,
2021-05-19,KCR,0.71347249,,,
2021-05-19,TOR,0.84712838,,,
2021-05-19,LAD,0.61428571,,,
2021-05-19,ATL,0.90540541,,,
2021-05-19,LAA,0.56695992,,,
2021-05-19,BAL,0.94672657,,,
2021-05-20,CHC,0.8126935,,,
2021-05-20,ATL,0.68040541,,,
2021-05-20,TEX,0.43087121,,,
2021-05-20,PHI,0.384535,,,
2021-05-20,LAA,0.48397436,,,
2021-05-20,BAL,0.43571429,,,
2021-05-20,TOR,0.77389277,,,
2021-05-20,LAA,1.1174968,,,
2021-05-20,LAD,0.74942529,,,
2021-05-20,CIN,0.73245614,,,
2021-05-20,OAK,0.89215686,,,
2021-05-21,WSN,0.8622291,,,
2021-05-21,CLE,0.38181818,,,
2021-05-21,STL,0.57582583,,,
2021-05-21,SDP,1.25,,,
2021-05-21,NYY,0.59375,,,
2021-05-21,CIN,1.10241935,,,
2021-05-21,KCR,0.71396397,,,
2021-05-21,SFG,0.27647059,,,
2021-05-21,TEX,0.76444159,,,
2021-05-21,TOR,0.83111111,,,
2021-05-21,MIA,0.67536782,,,
2021-05-21,LAA,0.7929293,,,
2021-05-21,PHI,0.6097973,,,
2021-05-21,ATL,1.69156504,,,
2021-05-21,COL,0.97794118,,,
2021-05-22,PHI,0.71893939,,,
2021-05-22,STL,0.6,,,
2021-05-22,WSN,1.00834824,,,
2021-05-22,ATL,1.01474202,,,
2021-05-22,COL,0.83868093,,,
2021-05-22,CLE,0.85135135,,,
2021-05-22,SFG,0.62756598,,,
2021-05-22,LAA,0.43181818,,,
2021-05-22,KCR,0.79773322,,,
2021-05-22,CIN,0.66666666,,,
2021-05-22,TOR,0.54377881,,,
2021-05-22,SDP,0.82667876,,,
2021-05-22,TEX,0.89523809,,,
2021-05-22,MIA,0.59726295,,,
2021-05-22,NYY,0.88571429,,,
2021-05-23,MIA,0.54009216,,,
2021-05-23,TEX,0.56875,,,
2021-05-23,WSN,0.8935299,,,
2021-05-23,SDP,0.96425458,,,
2021-05-23,KCR,0.54907162,,,
2021-05-23,NYY,0.67873303,,,
2021-05-23,LAA,0.81919851,,,
2021-05-23,CLE,0.80020704,,,
2021-05-23,ATL,0.84204672,,,
2021-05-23,SFG,0.67132867,,,
2021-05-23,TOR,0.72190611,,,
2021-05-23,STL,0.57142858,,,
2021-05-23,CIN,0.78571429,,,
2021-05-23,COL,0.76634768,,,
2021-05-23,PHI,0.88927638,,,
2021-05-24,NYM,0.46666666,,,
2021-05-24,CHW,0.74712643,,,
2021-05-24,MIA,1.07120743,,,
2021-05-24,MIL,0.73732251,,,
2021-05-24,TOR,0.88636364,,,
2021-05-24,MIN,0.93720191,,,
2021-05-24,DET,0.77761837,,,
2021-05-24,OAK,0.56470588,,,
2021-05-25,CHW,0.79166667,,,
2021-05-25,WSN,0.42083333,,,
2021-05-25,NYM,0.85,,,
2021-05-25,HOU,0.48484848,,,
2021-05-25,ARI,0.65058479,,,
2021-05-25,MIN,1.03508772,,,
2021-05-25,MIA,0.44514106,,,
2021-05-25,TBR,0.40263691,,,
2021-05-25,OAK,0.63233082,,,
2021-05-25,PIT,0.63063063,,,
2021-05-25,DET,0.51470588,,,
2021-05-25,MIL,0.29166667,,,
2021-05-25,LAA,1.03882784,,,
2021-05-25,NYY,0.55050505,,,
2021-05-25,BOS,0.44932079,,,
2021-05-26,HOU,0.90949821,,,
2021-05-26,PIT,0.47782258,,,
2021-05-26,DET,0.38095238,,,
2021-05-26,MIN,0.55436082,,,
2021-05-26,BOS,0.74652778,,,
2021-05-26,LAA,1.05303031,,,
2021-05-26,OAK,0.86111111,,,
2021-05-26,WSN,0.71794871,,,
2021-05-26,ARI,0.7368421,,,
2021-05-26,MIA,0.55913978,,,
2021-05-26,TBR,0.39677419,,,
2021-05-26,CHW,0.51787271,,,
2021-05-26,MIL,0.44633205,,,
2021-05-27,TBR,0.86140351,,,
2021-05-27,OAK,0.77589134,,,
2021-05-27,MIA,0.4994709,,,
2021-05-27,NYY,0.24695652,,,
2021-05-27,CHW,0.92454212,,,
2021-05-27,NYM,0.49047619,,,
2021-05-27,SEA,0.81609195,,,
2021-05-27,DET,0.55,,,
2021-05-27,NYM,0.76190476,,,
2021-05-27,WSN,0.21195652,,,
2021-05-27,LAD,0.82580645,,,
2021-05-27,MIL,0.71171171,,,
2021-05-27,NYY,0.99832776,,,
2021-05-27,ARI,0.55277778,,,
2021-05-27,PIT,0.7929293,,,
2021-05-28,MIN,0.69078947,,,
2021-05-28,OAK,0.54375,,,
2021-05-28,CHC,0.43766578,,,
2021-05-28,DET,0.59379968,,,
2021-05-28,ARI,0.84547591,,,
2021-05-28,CLE,0.43181818,,,
2021-05-28,HOU,0.71869829,,,
2021-05-28,LAD,0.70175438,,,
2021-05-28,SEA,0.65952381,,,
2021-05-28,BOS,0.82815735,,,
2021-05-29,MIN,0.8229665,,,
2021-05-29,OAK,0.2835249,,,
2021-05-29,BOS,0.82857143,,,
2021-05-29,ARI,0.74146341,,,
2021-05-29,TBR,0.61428571,,,
2021-05-29,PIT,0.90769231,,,
2021-05-29,WSN,0.68627451,,,
2021-05-29,HOU,0.735,,,
2021-05-29,CHC,0.93333334,,,
2021-05-29,NYM,1.16791979,,,
2021-05-29,DET,0.75548589,,,
2021-05-29,WSN,0.51268116,,,
2021-05-29,CHW,0.78595318,,,
2021-05-29,CHW,1.01683501,,,
2021-05-29,LAD,0.7542735,,,
2021-05-29,SEA,0.69139785,,,
2021-05-29,PIT,1.00625,,,
2021-05-30,SEA,0.73852813,,,
2021-05-30,MIN,0.60625,,,
2021-05-30,TBR,0.95207373,,,
2021-05-30,OAK,0.46904969,,,
2021-05-30,DET,0.64830842,,,
2021-05-30,CHC,0.38035527,,,
2021-05-30,WSN,0.29094828,,,
2021-05-30,ARI,0.94208494,,,
2021-05-30,CLE,0.47230769,,,
2021-05-30,HOU,0.5830721,,,
2021-05-30,PIT,0.48571429,,,
2021-05-30,LAD,0.55378151,,,
2021-05-30,CLE,0.62753624,,,
2021-05-30,CHW,0.73958333,,,
2021-05-31,ATL,0.62463054,,,
2021-05-31,BAL,0.50873015,,,
2021-05-31,ARI,0.57142857,,,
2021-05-31,CHC,1.22794118,,,
2021-05-31,CLE,0.97794118,,,
2021-05-31,SEA,0.7047619,,,
2021-05-31,LAD,1.09170654,,,
2021-05-31,MIL,0.57720588,,,
2021-05-31,HOU,1.0029564,,,
2021-05-31,KCR,0.97683398,,,
2021-05-31,CIN,0.98611111,,,
2021-05-31,SFG,0.96111111,,,
2021-05-31,CLE,0.70769231,,,
2021-05-31,NYY,0.5256167,,,
2021-06-01,ARI,0.70952381,,,
2021-06-01,TOR,0.82857142,,,
2021-06-01,CHC,0.8395722,,,
2021-06-01,COL,0.58437686,,,
2021-06-01,NYY,0.63099415,,,
2021-06-01,SEA,0.89409499,,,
2021-06-01,MIL,0.9841629,,,
2021-06-01,BAL,0.98263889,,,
2021-06-01,LAD,0.66807432,,,
2021-06-01,ATL,0.67142857,,,
2021-06-01,HOU,0.86932849,,,
2021-06-01,SFG,0.39962121,,,
2021-06-01,CIN,0.77229602,,,
2021-06-01,KCR,1.14555053,,,
2021-06-01,CLE,0.697479,,,
2021-06-02,NYY,0.88927638,,,
2021-06-02,COL,1.01146602,,,
2021-06-02,BAL,0.99681021,,,
2021-06-02,HOU,0.5025641,,,
2021-06-02,ATL,0.62321145,,,
2021-06-02,SEA,0.33147942,,,
2021-06-02,ARI,0.70833333,,,
2021-06-02,CHC,0.8126935,,,
2021-06-02,TOR,0.92857143,,,
2021-06-02,LAD,0.87301587,,,
2021-06-03,NYY,0.625,,,
2021-06-03,MIL,0.94623656,,,
2021-06-03,LAA,0.64393939,,,
2021-06-03,PIT,0.69208211,,,
2021-06-03,STL,0.49910395,,,
2021-06-03,ATL,0.68121442,,,
2021-06-03,COL,1.04186047,,,
2021-06-03,CHW,0.8,,,
2021-06-03,SDP,0.70833333,,,
2021-06-03,HOU,0.56862745,,,
2021-06-03,KCR,0.89583333,,,
2021-06-03,SFG,0.92540793,,,
2021-06-04,MIL,0.75130616,,,
2021-06-04,PIT,0.93589744,,,
2021-06-04,SFG,1.10722611,,,
2021-06-04,ATL,0.6491228,,,
2021-06-04,CHW,0.94545455,,,
2021-06-04,PHI,0.53392659,,,
2021-06-04,LAA,0.86666667,,,
2021-06-04,TOR,0.50907258,,,
2021-06-04,KCR,0.85645933,,,
2021-06-04,COL,0.87631579,,,
2021-06-04,NYY,0.58067227,,,
2021-06-04,STL,0.65347985,,,
2021-06-04,BAL,0.70535714,,,
2021-06-04,SDP,0.70535714,,,
2021-06-04,TEX,0.75,,,
2021-06-05,ATL,0.87373737,,,
2021-06-05,BAL,0.86032389,,,
2021-06-05,MIL,0.82536765,,,
2021-06-05,SFG,0.86666667,,,
2021-06-05,TOR,0.93434344,,,
2021-06-05,SDP,0.35828877,,,
2021-06-05,PIT,0.46595528,,,
2021-06-05,STL,0.58151261,,,
2021-06-05,LAA,1.16463415,,,
2021-06-05,PHI,0.57272727,,,
2021-06-05,NYY,0.57972351,,,
2021-06-05,COL,0.79047619,,,
2021-06-05,TEX,0.3866995,,,
2021-06-05,KCR,0.68138528,,,
2021-06-05,CHW,0.63931888,,,
2021-06-06,NYY,0.75514874,,,
2021-06-06,SFG,0.76550079,,,
2021-06-06,TOR,0.49607672,,,
2021-06-06,CHW,0.59411765,,,
2021-06-06,KCR,0.50907258,,,
2021-06-06,COL,0.69444444,,,
2021-06-06,PIT,0.57720588,,,
2021-06-06,PHI,0.83571429,,,
2021-06-06,SDP,0.50159489,,,
2021-06-06,MIL,0.76078432,,,
2021-06-06,TEX,0.64967105,,,
2021-06-06,BAL,1.22958931,,,
2021-06-06,LAA,0.75322812,,,
2021-06-06,ATL,0.7059387,,,
2021-06-06,STL,0.93142516,,,
2021-06-07,SDP,1.01704545,,,
2021-06-07,LAA,0.84050179,,,
2021-06-07,BOS,0.72474747,,,
2021-06-08,LAA,1.12410714,,,
2021-06-08,MIA,0.83552124,,,
2021-06-08,TEX,0.81272401,,,
2021-06-08,TBR,0.77692308,,,
2021-06-08,STL,0.45208845,,,
2021-06-08,DET,0.78035714,,,
2021-06-08,PHI,0.92891986,,,
2021-06-08,MIN,0.59459459,,,
2021-06-08,SDP,0.38528138,,,
2021-06-08,BOS,0.46212121,,,
2021-06-08,PIT,0.59982174,,,
2021-06-08,CHW,0.8295626,,,
2021-06-08,OAK,0.51428571,,,
2021-06-08,CIN,0.58238884,,,
2021-06-08,BAL,1.19597069,,,
2021-06-09,PHI,0.50244379,,,
2021-06-09,OAK,0.64495798,,,
2021-06-09,STL,1.04705882,,,
2021-06-09,BOS,0.42291667,,,
2021-06-09,PIT,0.41923775,,,
2021-06-09,TEX,0.41866029,,,
2021-06-09,MIN,0.86842105,,,
2021-06-09,CIN,0.75961538,,,
2021-06-09,BAL,0.43087121,,,
2021-06-09,CHW,0.42211982,,,
2021-06-09,MIA,0.78676471,,,
2021-06-09,SDP,0.28528226,,,
2021-06-09,TBR,0.7125,,,
2021-06-09,LAA,0.77598566,,,
2021-06-09,DET,0.74197689,,,
2021-06-10,BOS,1.07602339,,,
2021-06-10,PHI,0.65058479,,,
2021-06-10,MIA,1.19597069,,,
2021-06-10,OAK,0.34022988,,,
2021-06-10,CIN,0.54779412,,,
2021-06-10,MIN,1.02711324,,,
2021-06-10,PIT,0.69230769,,,
2021-06-10,CHW,0.81458333,,,
2021-06-10,DET,1.12891986,,,
2021-06-11,LAD,1.34569378,,,
2021-06-11,CLE,0.97619048,,,
2021-06-11,MIN,0.75882353,,,
2021-06-11,WSN,0.21825397,,,
2021-06-11,MIA,0.58333333,,,
2021-06-11,DET,0.7008547,,,
2021-06-11,CHC,0.99019608,,,
2021-06-11,OAK,0.74025974,,,
2021-06-11,BOS,0.79665071,,,
2021-06-11,ARI,0.72574526,,,
2021-06-11,NYM,0.70089286,,,
2021-06-11,TBR,0.79078341,,,
2021-06-11,MIL,0.75732601,,,
2021-06-11,CIN,1.1031746,,,
2021-06-12,TBR,0.70175438,,,
2021-06-12,WSN,0.44505494,,,
2021-06-12,CIN,0.9484127,,,
2021-06-12,CLE,0.70294118,,,
2021-06-12,MIL,0.66385135,,,
2021-06-12,LAD,0.54779412,,,
2021-06-12,ARI,0.7972973,,,
2021-06-12,OAK,1.14898989,,,
2021-06-12,MIA,0.81609195,,,
2021-06-12,MIN,0.83809524,,,
2021-06-12,DET,0.55536182,,,
2021-06-12,WSN,0.67272727,,,
2021-06-12,PHI,0.83804348,,,
2021-06-12,NYM,0.65092166,,,
2021-06-12,CHC,0.93846154,,,
2021-06-12,BOS,0.56810036,,,
2021-06-13,ARI,0.55108359,,,
2021-06-13,MIN,0.72321429,,,
2021-06-13,MIA,0.54804805,,,
2021-06-13,WSN,1.01176471,,,
2021-06-13,OAK,0.98611111,,,
2021-06-13,DET,0.17407407,,,
2021-06-13,NYM,0.64169884,,,
2021-06-13,CHC,0.39354839,,,
2021-06-13,BOS,0.68402778,,,
2021-06-13,CIN,0.89124424,,,
2021-06-13,TBR,0.78867623,,,
2021-06-13,LAD,0.91666667,,,
2021-06-13,MIL,0.62857143,,,
2021-06-13,CLE,0.39658444,,,
2021-06-13,PHI,0.86409267,,,
2021-06-14,MIL,0.44848485,,,
2021-06-14,CLE,0.42911877,,,
2021-06-14,SFG,1.07791328,,,
2021-06-14,CHW,0.47018573,,,
2021-06-14,OAK,0.93625192,,,
2021-06-14,NYM,0.7047619,,,
2021-06-14,COL,0.71062618,,,
2021-06-14,WSN,0.64785789,,,
2021-06-14,KCR,0.88014311,,,
2021-06-14,SEA,0.90501792,,,
2021-06-14,STL,0.80170778,,,
2021-06-14,BOS,0.50806452,,,
2021-06-14,LAD,0.47619047,,,
2021-06-15,COL,1.04175824,,,
2021-06-15,TOR,0.7482066,,,
2021-06-15,SEA,1.14456317,,,
2021-06-15,MIL,0.36824324,,,
2021-06-15,LAD,0.90590111,,,
2021-06-15,ATL,0.66111111,,,
2021-06-15,STL,0.56280788,,,
2021-06-15,WSN,0.96422894,,,
2021-06-15,SFG,0.95604395,,,
2021-06-15,NYM,0.71171171,,,
2021-06-15,HOU,0.77886977,,,
2021-06-15,OAK,0.78494623,,,
2021-06-15,CLE,0.73040541,,,
2021-06-15,KCR,0.53571429,,,
2021-06-15,CHW,0.6780303,,,
2021-06-16,COL,1.0491453,,,
2021-06-16,CLE,0.89473684,,,
2021-06-16,SFG,1.35,,,
2021-06-16,TOR,0.59982174,,,
2021-06-16,HOU,1.32454212,,,
2021-06-16,CHW,0.78653846,,,
2021-06-16,SEA,0.36129032,,,
2021-06-16,WSN,0.79447004,,,
2021-06-16,ATL,1.01963994,,,
2021-06-16,KCR,0.76715177,,,
2021-06-16,LAD,0.45858762,,,
2021-06-16,OAK,0.75077399,,,
2021-06-16,NYM,0.77142857,,,
2021-06-16,MIL,0.48294931,,,
2021-06-16,STL,0.45,,,
2021-06-17,SFG,1.21341463,,,
2021-06-17,SDP,0.87946429,,,
2021-06-17,HOU,0.92147436,,,
2021-06-17,CLE,1.12972973,,,
2021-06-17,SEA,0.91861472,,,
2021-06-17,ATL,0.92315271,,,
2021-06-17,NYM,0.27619047,,,
2021-06-17,LAA,0.81286549,,,
2021-06-17,TOR,0.72474747,,,
2021-06-17,COL,0.77293233,,,
2021-06-18,KCR,0.96790541,,,
2021-06-18,ARI,0.31515151,,,
2021-06-18,BAL,0.95311355,,,
2021-06-18,TEX,0.58676208,,,
2021-06-18,SEA,0.85784314,,,
2021-06-18,LAA,1.23055556,,,
2021-06-18,PIT,0.90962838,,,
2021-06-18,COL,0.78957529,,,
2021-06-18,WSN,0.55387931,,,
2021-06-18,ATL,1.06994048,,,
2021-06-18,SDP,1.25407926,,,
2021-06-18,HOU,0.45689655,,,
2021-06-18,CHC,0.60483871,,,
2021-06-18,NYY,0.52083333,,,
2021-06-18,SFG,0.70506913,,,
2021-06-19,WSN,0.58333333,,,
2021-06-19,HOU,0.86111111,,,
2021-06-19,NYY,1.02618243,,,
2021-06-19,LAA,1.11071429,,,
2021-06-19,SFG,0.80208333,,,
2021-06-19,COL,0.75749129,,,
2021-06-19,PIT,0.75396825,,,
2021-06-19,KCR,0.48529412,,,
2021-06-19,WSN,1.17063492,,,
2021-06-19,SEA,0.67836257,,,
2021-06-19,TEX,0.56862745,,,
2021-06-19,SDP,1.01318681,,,
2021-06-19,CHC,0.37471264,,,
2021-06-19,ARI,0.40196079,,,
2021-06-19,BAL,1.05769231,,,
2021-06-20,SFG,1.16860465,,,
2021-06-20,BAL,0.68690702,,,
2021-06-20,SDP,0.67816092,,,
2021-06-20,HOU,1.08333333,,,
2021-06-20,SEA,0.70454545,,,
2021-06-20,KCR,0.99267399,,,
2021-06-20,COL,0.94038462,,,
2021-06-20,WSN,1.1031746,,,
2021-06-20,ARI,0.71611722,,,
2021-06-20,ATL,0.56060606,,,
2021-06-20,TEX,0.62251082,,,
2021-06-20,NYY,0.39463601,,,
2021-06-20,ATL,0.40468227,,,
2021-06-20,LAA,0.76715177,,,
2021-06-20,PIT,0.49051233,,,
2021-06-20,CHC,0.46,,,
2021-06-21,NYM,0.51923077,,,
2021-06-21,CHC,0.59411765,,,
2021-06-21,TEX,0.92383293,,,
2021-06-21,SDP,1.01631702,,,
2021-06-21,NYM,0.53496504,,,
2021-06-21,ARI,0.76576576,,,
2021-06-21,BAL,0.29166667,,,
2021-06-21,MIN,0.85454545,,,
2021-06-22,MIA,0.32903226,,,
2021-06-22,MIN,0.93026316,,,
2021-06-22,ARI,0.30933063,,,
2021-06-22,PIT,0.74910714,,,
2021-06-22,NYM,0.28526646,,,
2021-06-22,LAA,0.47099567,,,
2021-06-22,NYY,0.98333333,,,
2021-06-22,DET,0.96785714,,,
2021-06-22,CHC,0.89772727,,,
2021-06-22,PHI,0.7137161,,,
2021-06-22,SEA,0.59852217,,,
2021-06-22,TEX,0.84210526,,,
2021-06-22,BAL,0.45208333,,,
2021-06-22,SDP,0.58294931,,,
2021-06-22,TBR,0.64581124,,,
2021-06-23,MIA,0.44919786,,,
2021-06-23,DET,0.85291005,,,
2021-06-23,BAL,0.5227704,,,
2021-06-23,TBR,0.92089093,,,
2021-06-23,PHI,1.04465116,,,
2021-06-23,SEA,0.41431452,,,
2021-06-23,PIT,0.613798,,,
2021-06-23,SDP,1.01428571,,,
2021-06-23,LAA,0.53438892,,,
2021-06-23,NYM,0.97875458,,,
2021-06-23,TEX,1.09393939,,,
2021-06-23,ARI,0.59013283,,,
2021-06-23,NYY,0.90569106,,,
2021-06-24,TEX,0.52430556,,,
2021-06-24,MIA,0.59821429,,,
2021-06-24,LAD,0.24242424,,,
2021-06-24,NYY,1.11904762,,,
2021-06-24,STL,0.42364532,,,
2021-06-24,DET,0.75877193,,,
2021-06-24,CIN,0.87692308,,,
2021-06-24,MIN,0.45404412,,,
2021-06-24,TOR,0.94343891,,,
2021-06-24,TBR,0.34243698,,,
2021-06-25,SFG,0.57949309,,,
2021-06-25,TEX,0.92105263,,,
2021-06-25,STL,0.84431524,,,
2021-06-25,CIN,0.77777778,,,
2021-06-25,BOS,0.5785473,,,
2021-06-25,CHW,0.66666666,,,
2021-06-25,SDP,1.25714286,,,
2021-06-25,NYM,0.50347222,,,
2021-06-25,MIA,0.94579946,,,
2021-06-25,MIN,0.94891775,,,
2021-06-25,NYM,0.48888889,,,
2021-06-25,LAD,0.89215686,,,
2021-06-25,TBR,0.71790541,,,
2021-06-25,MIL,0.78263404,,,
2021-06-25,TOR,0.74868421,,,
2021-06-26,MIA,0.65913978,,,
2021-06-26,CHW,0.5010142,,,
2021-06-26,SFG,0.83080808,,,
2021-06-26,NYM,0.66063349,,,
2021-06-26,TBR,1.14932681,,,
2021-06-26,LAD,0.87626263,,,
2021-06-26,TEX,0.98498498,,,
2021-06-26,DET,0.71541502,,,
2021-06-26,CIN,0.68160919,,,
2021-06-26,BOS,0.74285714,,,
2021-06-26,TOR,1.15980919,,,
2021-06-26,MIL,1.06348209,,,
2021-06-26,STL,0.75130616,,,
2021-06-26,SDP,0.68250377,,,
2021-06-26,DET,0.48076923,,,
2021-06-27,STL,0.32866379,,,
2021-06-27,NYM,0.62077922,,,
2021-06-27,SDP,0.90779014,,,
2021-06-27,MIA,0.55902778,,,
2021-06-27,CHW,0.91608391,,,
2021-06-27,TOR,0.91319444,,,
2021-06-27,LAD,0.88172043,,,
2021-06-27,TBR,0.61363636,,,
2021-06-27,SFG,0.54377881,,,
2021-06-27,CIN,0.2507837,,,
2021-06-27,MIL,0.87018256,,,
2021-06-27,BOS,1.21025641,,,
2021-06-27,TEX,0.57505071,,,
2021-06-27,DET,0.39930253,,,
2021-06-27,MIN,0.92807017,,,
2021-06-28,HOU,0.79974969,,,
2021-06-28,LAD,0.73333333,,,
2021-06-28,CIN,1.025,,,
2021-06-28,MIL,1.20350878,,,
2021-06-28,COL,0.63137255,,,
2021-06-28,WSN,1.19699248,,,
2021-06-28,BOS,1.11568627,,,
2021-06-28,STL,0.88831169,,,
2021-06-28,CLE,1.25227273,,,
2021-06-28,NYY,0.61837121,,,
2021-06-29,TOR,1.1010296,,,
2021-06-29,ATL,0.54299754,,,
2021-06-29,STL,0.63333333,,,
2021-06-29,BOS,0.93333333,,,
2021-06-29,CHW,0.71731749,,,
2021-06-29,PHI,0.59276018,,,
2021-06-29,LAD,0.55048077,,,
2021-06-29,MIL,0.36689815,,,
2021-06-29,WSN,0.98965517,,,
2021-06-29,OAK,0.77941176,,,
2021-06-29,CIN,0.62082671,,,
2021-06-29,HOU,0.66190476,,,
2021-06-29,NYY,1.16208598,,,
2021-06-29,COL,1.05263158,,,
2021-06-30,CLE,0.34045584,,,
2021-06-30,STL,0.8468254,,,
2021-06-30,CHW,1.27177701,,,
2021-06-30,NYY,0.85863095,,,
2021-06-30,CIN,1.03030303,,,
2021-06-30,HOU,0.39658444,,,
2021-06-30,WSN,1.29583333,,,
2021-06-30,CLE,0.94230769,,,
2021-06-30,TOR,0.90412486,,,
2021-06-30,ATL,1.3772093,,,
2021-06-30,COL,0.99278846,,,
2021-06-30,BOS,0.81428571,,,
2021-06-30,MIL,1.12825059,,,
2021-06-30,OAK,0.48571429,,,
2021-06-30,PHI,0.83484848,,,
2021-07-01,COL,0.74573055,,,
2021-07-01,CHW,1.12473868,,,
2021-07-01,PIT,0.55587121,,,
2021-07-01,ATL,0.7443609,,,
2021-07-01,BOS,1.35321637,,,
2021-07-01,WSN,0.67507003,,,
2021-07-01,TOR,0.67965368,,,
2021-07-01,CIN,1.04866562,,,
2021-07-01,ARI,0.90417457,,,
2021-07-01,OAK,0.53947368,,,
2021-07-01,CLE,0.58238884,,,
2021-07-02,DET,0.6271777,,,
2021-07-02,LAA,0.96959459,,,
2021-07-02,WSN,0.48566748,,,
2021-07-02,CIN,0.37857143,,,
2021-07-02,COL,0.73822302,,,
